id,author_id,created_at,text,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.55217276422393e+18,1369573838007063040,2022-07-27 06:03:19,"@PNS_Ababil @kemkominfo paling jago dong soal IT..mampu decrypt data2 enkripsi di WA,Google..
so bantu dong korban2 yg datanya dienkripsi ransom dJvu online!
ditarif 1jt mau kok asal data2 bisa balik lg!
lapor kasus kena ransom ke @CCICPolri bisakah?
@BSSN_RI @BPPT_RI
https://t.co/P4TGI4nVXy",1.552169090269164e+18,id,0,0,0,0,"@Pns_ababil @kemkominfo is the most good at it ... it can decrypt data2 encryption in wa, google ..
So help the victims whose data are encrypted by DJVU online!
Instead of 1 million, I want it as long as the data can return again!
Report the case hit by ransom to @ccicpolri can it be?
@Bssn_ri @bppt_ri
https://t.co/p4tgi4nvxy",0.4375,0.5
1.552170891110339e+18,143902557,2022-07-27 05:55:53,"oh, CNN. bisa cek bagian mana di pasal 9 atau pasal 14 yang bolehkan mengintip. sementara pasal 36 isinya udah begini, jalan tengah yg disebut pakar itu, sudah ditulis di sini. 

https://t.co/Bb9YLepzAJ https://t.co/0XU5Xwc5Qf",1.552165080426357e+18,id,2,0,1,0,"Oh, CNN. can check which part in Article 9 or Article 14 that may peek. While Article 36 is already like this, the middle road called the expert, has been written here.

https://t.co/bb9ylepzaj https://t.co/0xu5xwc5qf",0.0,0.0
1.55216991383783e+18,1369573838007063040,2022-07-27 05:52:00,"mirip pasal penistaan agama..jika mayoritas tdk suka sebuah aplikasi bisa langsung diOff!
kalo memang pesan WA/Gmail bisa di decrypt,pliz korban2 ransom yg datanya di eknkripsi DJvu online bisa dibantu decrypt!
@kemkominfo @CCICPolri @CCICPolri @emsisoft
https://t.co/P4TGI4nVXy",1.55216991383783e+18,id,0,0,0,0,"Similar to the blasphemy article ... If the majority do not like an application can be directly dioff!
If indeed the message WA/Gmail can be decrypt, pliz victims ransom whose data in DJVU online can be assisted by Decrypt!
@kemkominfo @ccicpolri @ccicpolri @emsisoft
https://t.co/p4tgi4nvxy",0.078125,0.4
1.55216706793547e+18,1192094510076923904,2022-07-27 05:40:41,"@xylans https://t.co/PNJC46FxOf

Menurut berita sih ini.. https://t.co/6ZRlPmAgRh",1.552165080426357e+18,id,0,0,0,0,"@xylans https://t.co/pnjc46fxof

According to this news ... https://t.co/6zrlpmagrh",0.0,0.0
1.552166950553657e+18,1798823449,2022-07-27 05:40:13,"Kominfo liat isi WhatsApp aku isinya cuma, ""siap pak""
""Oke pak""
""Noted pak""
""Makasih pak 🙏"" https://t.co/bIHrkKI1D3",1.552166950553657e+18,id,0,0,0,0,"Kominfo see the contents of WhatsApp I only contain, ""Ready Sir""
""Yes sir""
""Noted sir""
""Thanks sir 🙏"" https://t.co/bihrkki1d3",0.1333333333333333,0.5666666666666667
1.55216671535387e+18,240793354,2022-07-27 05:39:17,"Walau Dienkripsi, Lewat Aturan PSE Kominfo Bisa Intip Percakapan Whatsapp dan Gmail

Baca Selengkapnya: https://t.co/RiIWTXiyPM

#BeritaTerkini #media #Online #news #BreakingNews #PSE #kominfo #percakapan #WhatsApp #gmail #Indonesia",1.55216671535387e+18,id,0,0,0,0,"Although encrypted, through the rules of PSE Kominfo can peek at Whatsapp and Gmail conversations

Read more: https://t.co/riiwtxiypm

#Beritaterkini #media #online #news #breakingnews #PSE #KOMINFO #PERCILIZATION #WhatsApp #Gmail #Indonesia",0.5,0.5
1.552165544840704e+18,230093307,2022-07-27 05:34:38,"@txtfrombrand Pertanyaannya, bagaimana bisa Kominfo menembus enkripsi end-to-end pengaman pesan WhatsApp?",1.552153539069514e+18,id,24,22,599,1,"@txtfrombrand The question is, how can Kominfo penetrate the end-to-end encryption of WhatsApp message safety?",0.0,0.0
1.55215354364092e+18,2947519148,2022-07-27 04:46:57,https://t.co/ujMTLbo5M6,1.552153539069514e+18,zxx,41,8,169,30,,,
1.552150786947555e+18,2295253147,2022-07-27 04:35:59,"After the PSE regulation in the private sphere which has recently become a public discussion, it is now reported that Kominfo can view the contents of messages in Gmail and WhatsApp even though the messages are encrypted.

We have to be more careful then🤫 https://t.co/ghQizhUr26",1.552150786947555e+18,en,0,0,0,2,"After the PSE regulation in the private sphere which has recently become a public discussion, it is now reported that Kominfo can view the contents of messages in Gmail and WhatsApp even though the messages are encrypted.

We have to be more careful then🤫 https://t.co/ghQizhUr26",0.08,0.4383333333333333
1.552147513188053e+18,1123371439548129024,2022-07-27 04:22:59,"@Dzulqor7355608 More like it's Kominfo who doesn't understand how e2e works. They think whatsapp chats were sent in plaintext, and can be accessed when asked to.

The nature of e2e doesn't allow any middleman to see the chat. Certified kominfo moment.",1.552129432407515e+18,en,0,2,3,0,"@Dzulqor7355608 More like it's Kominfo who doesn't understand how e2e works. They think whatsapp chats were sent in plaintext, and can be accessed when asked to.

The nature of e2e doesn't allow any middleman to see the chat. Certified kominfo moment.",0.5,0.5
1.552143953213932e+18,98771779,2022-07-27 04:08:50,"Surveillance State?

https://t.co/NgJcGICYrC",1.552143953213932e+18,fr,1,0,2,0,"State surveillance?

https://t.co/ngjcgicyc",0.0,0.0
1.552139711007044e+18,1019597995384267008,2022-07-27 03:51:59,"@hgeneses Baim wong daftarin HAKI CFW, whatsapp akan diblokir kominfo.. tapi ttp lucuan jeje ngamuk di jalan sama yang minta foto",1.55211571205521e+18,id,0,1,1,0,"@hgenes Baim Wong Registering CFW Haki, WhatsApp will be blocked by the Ministry of Communication and Information ... but but the funny jeje is stuck on the same road who asks for a photo",0.125,0.5625
1.552135643962044e+18,1474291819571671040,2022-07-27 03:35:49,"Kominfo Bisa Intip Percakapan Whatsapp dan Gmail Kamu Lho, Kok Bisa? Begini Penjelasannya https://t.co/kiX2aCG9vT",1.552135643962044e+18,id,0,0,0,0,"Kominfo can take a peek at WhatsApp and Gmail conversations, you know, how come? Here's the explanation https://t.co/kix2acg9vt",0.0,0.0
1.552131991294083e+18,1471408105950834944,2022-07-27 03:21:18,"Ohhh... Ohhhh!!! 

https://t.co/HlMdPDFI1Y",1.552131991294083e+18,en,1,0,1,0,"Ohhh... Ohhhh!!! 

https://t.co/HlMdPDFI1Y",0.0,0.0
1.552123939270169e+18,1253243708624921088,2022-07-27 02:49:18,"Lewat aturan PSE, Kominfo bisa intip isi pesan pengguna WhatsApp dan Gmail. Kok bisa? Simak penjelasan selengkapnya di artikel ini. https://t.co/ywcvZdomNy sehun Dembele #WhatsYourK Vaksin Imun Kuat Standar beauty expert zone Alex Sandro #ปิดกล้องมัดหัวใจยัยซุปตาร์ Carol",1.552123939270169e+18,id,0,0,0,0,"Through PSE rules, Kominfo can peek at the contents of WhatsApp and Gmail users. How come? Check out the full explanation in this article. https://t.co/ywcvzdomny Sehun Dembele #whatsyourk Strong Standard Immune Vaccine Beauty Expert Zone Alex Sandro #ปิด กล้อง มัด มัด หัวใจ Carol",0.2611111111111111,0.4277777777777778
1.552122762302738e+18,1472355186634998016,2022-07-27 02:44:38,"Kominfo Bisa Intip Percakapan Whatsapp dan Gmail Kamu Lho, Kok Bisa? Begini Penjelasannya https://t.co/OapMuRg8ZY",1.552122762302738e+18,id,0,0,0,0,"Kominfo can take a peek at WhatsApp and Gmail conversations, you know, how come? Here's the explanation https://t.co/oapmurg8zy",0.0,0.0
1.552117644014551e+18,1404374906075155968,2022-07-27 02:24:17,kalo ngeflirt di whatsapp diketawain satu kominfo https://t.co/urdHGxLlKm,1.552117644014551e+18,id,0,0,0,0,"If you blown on WhatsApp, it is laughed at one Kominfo https://t.co/urdhgxllkm",0.7,0.2
1.552111668351861e+18,1290585752577875968,2022-07-27 02:00:33,"""Lewat aturan PSE, Kominfo bisa intip percakapan WhatsApp dan Gmail""

Aku beserta teman temanku yang sering gibahin pemerintah: https://t.co/fu5wT24BAO",1.552111668351861e+18,id,1,1,1,0,"""Through PSE rules, Kominfo can peek at WhatsApp and Gmail conversations""

I and my friends who often gibahin government: https://t.co/fu5wt24bao",0.0,0.0
1.552110337855746e+18,1295519405292400896,2022-07-27 01:55:16,"We're just China wannabe. 

 https://t.co/PPPl2qjH0y",1.552110337855746e+18,en,0,0,0,0,"We're just China wannabe. 

 https://t.co/PPPl2qjH0y",0.0,0.0
1.552095189438583e+18,929274077323259904,2022-07-27 00:55:04,"Surveillance state, here we goooo! 

https://t.co/P0hIlUQb69",1.552095189438583e+18,en,725,110,1652,584,"Surveillance state, here we goooo! 

https://t.co/P0hIlUQb69",0.0,0.0
1.552075622440108e+18,106653538,2022-07-26 23:37:19,"SELAMAT PAGI, kecuali  pembuat  Permenkominfo Nomor 5 tahun 2020 tentang PSE Lingkup Privat

https://t.co/PPzx5ady3d.",1.552075622440108e+18,id,0,0,1,0,"Good morning, except for the maker of Permenkominfo number 5 of 2020 concerning PSE Private Scope

https://t.co/ppzx5ady3d.",0.35,0.4875
1.552059751516623e+18,249568344,2022-07-26 22:34:15,"Lewat peraturan kominfo, percakapan WA dan Gmail kita bisa diintip 
https://t.co/O66XwOpKsM",1.552059751516623e+18,id,0,1,6,1,"Through the rules of the Communication and Information, our WA and Gmail conversations can be peeked
https://t.co/o66xwopksm",0.0,0.0
