id,conversation_id,lang,author_id,text,created_at,retweet_count,reply_count,like_count,quote_count,en_text,polarity,subjectivity
1.553245537524072e+18,1.553245537524072e+18,id,71436318.0,Bisakah Pemerintah Intip Chat Whatsapp jika Platform Digital Terdaftar sebagai PSE? Ini Kata Kominfo https://t.co/DCtPWUkZ2K https://t.co/PGuOMWpCRg,2022-07-30 05:06:08,1,0,0,0,Can the government take a peek at WhatsApp chat if the digital platform is registered as a PSE? This is the word Kominfo https://t.co/dttpwukz2k https://t.co/pguomwpcrg,0.0,0.0
1.553245046429798e+18,1.553245046429798e+18,en,9.073726904234312e+17,"whatsapp after this

me: morning sayang
her: morning too

kominfo be like: https://t.co/3vZIDO7j89",2022-07-30 05:04:11,0,0,0,0,"whatsapp after this

me: morning sayang
her: morning too

kominfo be like: https://t.co/3vZIDO7j89",0.0,0.0
1.553242550172938e+18,1.553198418146693e+18,id,9.930913312233062e+17,"@AbudB @mouldie_sep Gw ambil salah 1 aje bang https://t.co/6yuffw9XMg

UU ITE karet bang, buat melindungi mereka² itu, kalo ada yang protes bakalan dipanggil ke polisi lah, inilah, itulah. Jadi kesannya kayak anti kritik",2022-07-30 04:54:16,0,1,5,0,"@Abudb @MOULDIE_SEP I took one of the 1 Aje bang https://t.co/6yuffw9xmg

The ITE Karet Bang Law, to protect them, if someone protests it will be called to the police, this is, that's it. So the impression is like anti -criticism",0.0,0.0
1.553240751823151e+18,1.553240751823151e+18,id,9.036295328626196e+17,"kominfo kayak mantan gue dulu, toxic abis.. udah kepoan ama isi whatsapp, demen ancem ancem, posesif, suka main blokir pula..",2022-07-30 04:47:07,0,1,0,0,"Kominfo like my ex used to, toxic after ... already kepoan with the contents of WhatsApp, like a flight, possessive, like to play blocking too ..",0.0,0.0
1.553240219214021e+18,1.553240219214021e+18,id,1.353539712900719e+18,"You just made me lost RP 5 million+ from blocking epic games @kemkominfo 
NAnti kedepannya block apa? Block whatsapp? Atau mungkin block youtube? C'mon kominfo think before u act. Kenapa ga blokir situs perjudian aja? Atau situs pornografi?  #BlokirKominfo",2022-07-30 04:45:00,0,0,0,0,"You just made me lost Rp. 5 million+ from blocking epic games @kemkominfo
What will Block in the future be in the future? Block WhatsApp? Or maybe youtube block? C'Mon Kominfo Think Before U Act. Why not just block gambling sites? Or pornography site? #Blokirkominfo",0.03333333333333333,0.2166666666666667
1.553238744601223e+18,1.553238744601223e+18,id,1.309595463650218e+18,"Kominfo Bisa Intip Pesan di WhatsApp dan Gmail dengan Peraturan PSE, Begini Komentar Warganet
https://t.co/pQboK5pFbX",2022-07-30 04:39:09,0,0,0,0,"Kominfo can peek at messages on WhatsApp and Gmail with PSE regulations, here's the comments of citizens
https://t.co/pqbok5pfbx",0.0,0.0
1.55323761457222e+18,1.55323761457222e+18,und,98567085.0,Anjimmmm 😶😑🙄 https://t.co/phHnzn3y2r,2022-07-30 04:34:39,0,0,7,0,,,
1.553235280748225e+18,1.553235280748225e+18,id,2166502579.0,"Heboh Permenkominfo 5/2020, Kominfo Bisa Intip Percakapan di WhatsApp? https://t.co/QwtUq4I0R1",2022-07-30 04:25:23,0,0,0,0,"Splashy Permenkominfo 5/2020, Kominfo can peek at the conversation on WhatsApp? https://t.co/QWTUQ4I0R1",0.0,0.0
1.553233326286438e+18,1.553233326286438e+18,id,1.314411861438161e+18,"Nah diliat dari ini aja orang kominfo di dominasi sama orang orang yang gaptek, lah ini kan lembaga internet seharusnya isi nya orang orang yg melek sosmed dong yang tau perkembangan media media skrng gimana bukan orang yang gaptek yang cuman tau whatsapp sama judi online https://t.co/oeHqza680R",2022-07-30 04:17:37,1,0,1,0,"Well, just dominated by this Communication and Information, it is dominated by people who are gaptek, this is an internet institution that should be the contents of people who are socialized, who know the development of media now, how not people who are not tough who only know whatsapp with online gambling https://////////////////////// /t.co/oehqza680r",0.09722222222222222,0.9166666666666667
1.55323302856219e+18,1.55323302856219e+18,id,1224057548.0,"Ambu2ne whatsapp ku diblokir kominfo, sepi pol soale.",2022-07-30 04:16:26,1,0,1,0,"Ambu2ne WhatsApp I was blocked by the Ministry of Communication and Information, it was quiet.",0.0,0.3333333333333333
1.553228738581905e+18,1.553228223726899e+18,en,1.340254177486721e+18,"TL : With the new Regulation, Indonesian Government aka Kominfo can see thru Indonesian's WhatsApp and Gmail chat history.",2022-07-30 03:59:23,1,1,24,0,"TL : With the new Regulation, Indonesian Government aka Kominfo can see thru Indonesian's WhatsApp and Gmail chat history.",0.1363636363636364,0.4545454545454545
1.553228000564433e+18,1.553228000564433e+18,id,1.540453509253911e+18,"Steam, Paypal dll. gk daftar PSE karna udah melanggar peraturan platform itu sendiri karna keamanan data pribadi sama kayak WhatsApp, messenger, Facebook. Kominfo gausah aneh aneh lah kebanyakan peraturan annn***. Ai ku sippa arega angka apo sisa doi ku ko Paypal

#BlokirKominfo",2022-07-30 03:56:27,0,0,0,0,"Steam, paypal etc. No list PSE because it has broken the platform rules themselves because personal data security is the same as WhatsApp, Messenger, Facebook. Kominfo is not strange weird most of the rules of Annn ***. Ai ku sippa arega the number of apo left over my dho ko paypal

#Blokirkominfo",-0.05357142857142857,0.3535714285714286
1.553225376402264e+18,1.553225376402264e+18,en,1.12574971765096e+18,BUSET BRE https://t.co/Kay0t0GILU #BlokirKominfo https://t.co/dFa6ZJ7Sse,2022-07-30 03:46:01,1,0,0,0,BUSET BRE https://t.co/Kay0t0GILU #BlokirKominfo https://t.co/dFa6ZJ7Sse,0.0,0.0
1.553225134928204e+18,1.553223549925884e+18,id,7.150300298985554e+17,"@plastikmicin Kalo mmg Kominfo tetep brani blokir Google sama Whatsapp, saya penasaran gmn sama kerjaan mreka 🤪",2022-07-30 03:45:04,0,0,0,0,"@plastikmicin If MMG Kominfo still brani blocked Google and Whatsapp, I am curious about the same work 🤪",-0.05,0.5625
1.553223862099227e+18,1.553223862099227e+18,id,4600746074.0,Kominfo aja ngirim undangan surat resmi pake Whatsapp wkwkwk hebattt https://t.co/s8LMSLlcVV,2022-07-30 03:40:00,1,0,1,0,Kominfo just sent an official invitation to use WhatsApp wkwkwkarantt https://t.co/s8lmsllcvv,0.0,0.0
1.55322278689355e+18,1.55322278689355e+18,id,47274731.0,"Heboh Permenkominfo 5/2020, Kominfo Bisa Intip Percakapan di WhatsApp? #LengkapCepatBeritanya #Techno #Tekno #BeritaTekno #Tekno . https://t.co/uGddKmni5k",2022-07-30 03:35:44,0,0,0,0,"Splashy Permenkominfo 5/2020, Kominfo can peek at the conversation on WhatsApp? #The recipient https://t.co/ugddkmni5k",0.0,0.0
1.553222330989826e+18,1.553221914323485e+18,id,1219333141.0,"segala whatsapp bisa di akses kominfo lah, apa lah, ga jelas benul anjir lama-lama jajaran pemerintahan indonesia di liat-liat.",2022-07-30 03:33:55,0,0,0,0,"All WhatsApp can be accessed by the Ministry of Communication and Information, whatever, it is not clear that the Benul Anjir is over a long time in the Indonesian government.",-0.05,0.3916666666666667
1.553222160659157e+18,1.553180850648338e+18,id,156857517.0,"@zenia2020 yg aku tau kayaknya Kominfo pengen memaksakan perusahaan mendaftar biar dapet ijin akses ke sistemnya buat ngeinvestigasi orang2 kaya pengajak judi di Whatsapp, sama penyebar pinjol illegal tanpa persetujuan user.. iya kan? @kemkominfo",2022-07-30 03:33:15,0,0,0,0,"@Zenia2020 which I know seems like Kominfo wants to force the company to register to get permission to access the system to investigate people rich in gambling invites on WhatsApp, with illegal loan spreaders without user approval ... right? @kemkominfo",0.09017857142857141,0.4714285714285714
1.553221598118785e+18,1.553221598118785e+18,id,124489499.0,"Enak ya kominfo kerjanya blokir blokir doang.. Tp nomer hp konsumen bebas di sms/tlp/whatsapp sama penipuan,pinjol dll.. https://t.co/n5ytLZaKez",2022-07-30 03:31:01,0,0,0,0,"It's delicious, the Communication and Information is blocked ... but the consumer's cellphone number is free in SMS/TLP/WhatsApp with fraud, loan etc ... https://t.co/n5ytlzakez",0.7,0.9
1.553221163320758e+18,1.553221163320758e+18,id,519360370.0,"drpd blokir blokir gak jelas, mending kominfo blokir gb whatsapp sama whatsapp mod sejenisnya deh",2022-07-30 03:29:17,0,0,2,0,"drpd blocking blocking unclear, better Kominfo blocked GB Whatsapp and the like Whatsapp Mod",0.35,0.45
1.553218151835668e+18,1.553218151835668e+18,en,1.278043958841491e+18,"lowkey hoping that kominfo finally block whatsapp so they’d realise how dumb their regulation are, but until then, we would lose too many good things already",2022-07-30 03:17:19,0,0,2,0,"lowkey hoping that kominfo finally block whatsapp so they’d realise how dumb their regulation are, but until then, we would lose too many good things already",0.20625,0.65
1.553217694320972e+18,1.553217694320972e+18,id,1.551917202349052e+18,"Daftar Shopee affiliate dan dapatkan #BonusShopee10Juta  https://t.co/dDjOs6HnPt

#BlokirKominfo #kominfo #BBNaija #tahunbaruislam https://t.co/jvwkR4uBdY",2022-07-30 03:15:30,0,0,0,0,"List of Shopee Affiliates and get #Bonusshopee10 million https://t.co/ddjos6hnpt

#Blokirkominfo #kominfo #bbnaja #tahunbaruislam https://t.co/jvwkr4ubdy",0.0,0.0
1.553215166602691e+18,1.553215166602691e+18,id,390573350.0,"Kominfo blokir Amazon. Terus gimana aku bisa beli dan baca buku via Kindle

Kominfo bisa ga si daripada blokir situs yang bermanfaat mending ngurusin data yang bocor, sms penipuan, dan pinjol ilegal yang neror via Whatsapp?",2022-07-30 03:05:27,5,0,21,1,"Kominfo Block Amazon. Then how can I buy and read books via Kindle

Kominfo can not be rather than blocking sites that are useful to take care of leaking data, fraud text, and illegal loan that is balanced via WhatsApp?",-0.1,0.25
1.553214906614567e+18,1.553214906614567e+18,id,1.357292820621521e+18,"Klo google, youtube & whatsapp biarpun sampe saat ini TIDAK mendaftarkan PSE ga berani blokir 🤣🤣🤣🤣

Pakek VPN aja, toh kominfo ga bisa blokir yg gunain VPN 😀 https://t.co/fK56mQAMqx",2022-07-30 03:04:25,7,4,44,0,"If Google, Youtube & WhatsApp even though until now it does not register PSE does not dare to block 🤣🤣🤣🤣

Just use VPN, after all Kominfo can't block the use of VPN 😀 https://t.co/fk56mqamqx",0.0,0.0
1.553213253475783e+18,1.553213253475783e+18,id,1547871414.0,"Kominfo blokir whatsapp dong, aplikasi gak guna isinya cuma orang nyebar hoax",2022-07-30 02:57:51,1,0,5,0,"Kominfo block whatsapp, the application is not used for the contents only people spread hoaxes",0.0,1.0
1.553213224677306e+18,1.553213224677306e+18,id,16296282.0,Situasi di grup whatsapp kominfo: https://t.co/3DoWrUpM04,2022-07-30 02:57:44,1,1,0,0,Situation in the Whatsapp Kominfo group: https://t.co/3dowrupm04,0.0,0.0
1.553208560628408e+18,1.553208560628408e+18,id,142191699.0,"Mana yang benar❓

Chairman CISSReC Pratama Persadha vs Semuel Abrijani Pangerapan selaku Direktur Jenderal Aplikasi Informatika Kominfo.
#PSE
Baca artikel detikinet, ""Kominfo Jawab Tudingan Bisa Mengintip Pesan WhatsApp"" selengkapnya https://t.co/vrz7Zfj6S7.",2022-07-30 02:39:12,0,0,0,0,"Which is true❓

Chairman of Cissrec Pratama Persadha vs Semuel Abrijani Pangerapan as Director General of Information and Communication and Information Informatics Application.
#PSE
Read the detikINET article, ""Communication and Information Answer the accusation of being able to peek at WhatsApp messages"" More https://t.co/vrz7zfj6s7.",0.35,0.5416666666666666
1.55320784886723e+18,1.553207846220681e+18,id,1.354287335593005e+18,"Tidak menjaga privasi data identitas pemilik akun. Kemarin juga udh dimention tentang kominfo blokir google, kominfo bisa jamin gak? Bisa bikin search engine sendiri? WhatsApp juga, ok bisa pake chat apps lain. Kalian kerja aja kontak sana-sini pake WA. Komedi banget jadi lembaga",2022-07-30 02:36:23,0,0,0,0,"Do not maintain the privacy of the account owner's identity data. Yesterday was also menting about Kominfo Blocking Google, Kominfo can guarantee it or not? Can you make your own search engine? WhatsApp too, ok can use other chat apps. You just work here and there using WA. Very comedy to be an institution",0.29375,0.54375
1.553207115434828e+18,1.553207115434828e+18,id,107987906.0,"Ngga usah sok-sok khawatir deh kominfo nyadap isi chat whatsapp lo, emang isi chat lo pada penting? Yg chat juga palingan kaga ada wkwkwk",2022-07-30 02:33:28,0,1,0,0,"No need to pretend to worry about the Communication and Information of the contents of your Whatsapp chat, do you contents your chat to important? Who chat also do not have any wkwkwk",0.4,1.0
1.553204389850251e+18,1.55320308170136e+18,en,1.154361687333413e+18,kominfo should’ve put this energy into eradicating gambling sites so they can stop sending me slots on whatsapp 😵‍💫,2022-07-30 02:22:38,0,0,1,0,kominfo should’ve put this energy into eradicating gambling sites so they can stop sending me slots on whatsapp 😵‍💫,0.0,0.0
1.553203627883635e+18,1.553195272918172e+18,id,8.9675059109487e+17,"@HappyCandyJoy Setau aku whatsapp udh daftar ke kominfo, yg diblokir itu paypal, steam, epic game dll",2022-07-30 02:19:36,0,1,0,0,"@Happycandyjoy as I know whatsapp already register to the Ministry of Communication and Information, the blocked Paypal, Steam, Epic Games etc.",0.1,0.4
1.553203595151311e+18,1.553203592194306e+18,id,1.243096022659686e+18,"Seperti diberitakan, ada beberapa negara di dunia yang telah memblokir aplikasi WhatsApp karena alasan politik hingga dianggap dapat mengganggu industri telekomunikasi lokal.

Seperti UEA, Qatar, China, Iran,Suriah dll.
#BlokirKominfo
https://t.co/dEc2rQhg4z.",2022-07-30 02:19:28,8,1,16,0,"As reported, there are several countries in the world that have blocked WhatsApp applications for political reasons to be considered to be able to disrupt the local telecommunications industry.

Like UAE, Qatar, China, Iran, Syria etc.
#Blokirkominfo
https://t.co/dec2rqhg4z.",0.125,0.18125
1.553201895082058e+18,1.553201895082058e+18,id,157354990.0,Pasti group WhatsApp kantor Kominfo lagi rame nih. Cieee weekend malah rame groupnya wkkwkw,2022-07-30 02:12:43,0,0,0,0,Surely the WhatsApp group of the Communication and Information Office is crowded. Cieee weekend even crowded,0.5,0.8888888888888888
1.553199166259544e+18,1.553199166259544e+18,id,1.538986831089238e+18,"Open jasa hack akun media
✓ Instagram
✓ Facebook
✓ WhatsApp
✓ Twitter
✓ Gmail
Silahkan DM 
.

#BlokirKominfo Paypal Ardhito susu serdadu bergizi #zonauang #zonajajan #zonaba #MuharramBulanMulia #MaineMendoza #kominfo #BandungBasah #JakartaxBeauty2022 #BandungBasah #BBNaija https://t.co/SiPL76aCl8",2022-07-30 02:01:52,0,0,0,0,"Open Media Account Hack Services
✓ Instagram
✓ Facebook
✓ WhatsApp
✓ Twitter
✓ Gmail
Please DM
.

#Blokirkominfo paypal ardhito milk serdadu nutritious #zonauang #zonajajan #zonaba #muharRambulanmulia #minemendoza #kominfo #bandungbasah #jakartaxbeauby2022 #bandungbasah #bbnaija https://t.co/t.co/t",0.0,0.5
1.553196940955099e+18,1.553195272918172e+18,et,1.143410763337359e+18,@alvabetaa Whatsapp sama YT jadi diblokir kominfo?,2022-07-30 01:53:02,0,1,0,0,@alvabeta WhatsApp Same YT Jadi Diblokir Kominfo?,0.0,0.125
1.553192863730901e+18,1.553192863730901e+18,id,7.65931724861739e+17,Sekelas kominfo ngundang dari whatsapp (yg katanya mau mereka blokir) aja dah aneh banget https://t.co/IQ6AajdqbE,2022-07-30 01:36:50,0,0,0,0,The class of Communication and Information invited from WhatsApp (what they said they wanted to block) and was so strange https://t.co/iq6aajdqbe,-0.05,0.15
1.553190721586594e+18,1.553183902184854e+18,id,3301408808.0,"@epymos @mrshananto Masalahnya kalo daftar PSE, data pengguna mereka (kita-kita) ini, bisa diliat sama kominfo😅 jadi itu yg jadi pertimbangan mereka buat ga daftar PSE, hati-hati lho, sekarang whatsapp aja bisa diintip sama kominfo 🫢",2022-07-30 01:28:19,0,0,2,0,"@epymos @mrshananto The problem is that if the list of PSE, their user data (we-us), can be seen with the Ministry of Communication and Information",0.0,0.0
1.553190405612917e+18,1.553104470128882e+18,en,1.290846631655424e+18,"@Firstclassstew_ @renjiro_junichi I think kominfo would rather annoy people by blocking the sites that people use and like the most than fix data leak problems.  And don't forget, they also snoop on your private Gmail and WhatsApp conversations",2022-07-30 01:27:04,0,1,1,0,"@Firstclassstew_ @renjiro_junichi I think kominfo would rather annoy people by blocking the sites that people use and like the most than fix data leak problems.  And don't forget, they also snoop on your private Gmail and WhatsApp conversations",0.25,0.4375
1.553185465221521e+18,1.552998840680477e+18,id,387615250.0,@AJIIndonesia @kemkominfo Kominfo ngirim surat undangan pake whatsapp? Ngga tau ada email kh?,2022-07-30 01:07:26,0,0,0,0,@Ajiindonesia @kemkominfo Kominfo Send invitation letter using WhatsApp? Don't you know there is an email?,0.0,0.0
1.553184173888e+18,1.55318046095589e+18,id,1.36674898803721e+18,@raachelica kominfo sokap bgt block unblock ky ngechat di whatsapp,2022-07-30 01:02:18,0,1,0,0,@raachellica Kominfo Sokap bgt Block Unblock Ky Ngechating on WhatsApp,0.0,0.0
1.553180114673799e+18,1.553171146073608e+18,id,244482619.0,"@meihqtsume kasus whatsapp dll yg kemarin itu ternyata akhirnya mereka daftar. bisa dilihat di web PSE Kominfo (daftar PSE ASING). kalo dilihat dari sisi lain sih bagus juga ya, istilahnya kominfo (negara) nunjukin taringnya lah seperti yang netizen mau, tapi (cont...) https://t.co/RqmCKRp4qr",2022-07-30 00:46:10,0,1,0,0,"@meihqtsume WhatsApp cases etc. yesterday it turned out to be upon the end. Can be seen on the PSE Kominfo website (Foreign PSE List). If you look at the other side, it's good too, the term Kominfo (state) shows the fangs like the netizens want, but (cont ...) https://t.co/rqmckrp4qr",0.15,0.3666666666666667
1.553179493413843e+18,1.553179493413843e+18,id,2388795571.0,"Apakah drama PSE udah kelar? Oh, belum. Bukan Kominfo namanya kalo nggak drama. 

Setelah kemaren-kemaren rame soal ngintip WhatsApp, dini hari tadi STEAM yang jadi korban blokir.

Besok-besok apa lagi nih, Kominfo? #Terbaru #Esai #BlokirKominfo https://t.co/Ike7N7Hao8",2022-07-30 00:43:42,83,9,211,7,"Is the drama Pse already finished? Oh, not yet. Not the name of the Ministry of Communication and Information if it's not drama.

After yesterday, it was crowded about WhatsApp peeking, early this morning Steam was a blocked victim.

What else are you, Kominfo? #The new #esai #Blokirkominfo https://t.co/ike7n7hao8",0.05378787878787878,0.2681818181818181
1.553178810396602e+18,1.553178810396602e+18,id,8.962507397307843e+17,#BlokirKominfo indeed. mending internet gausah dipegang sama kominfo deh selama yg menjabat masih makhluk boomer yang taunya whatsapp sama facebook doang. mending calonin anak muda buat pegang kominfo biar dunia perinternetan indonesia maju,2022-07-30 00:40:59,0,1,0,0,#Blokirkominfo Indeed. Better the internet is not hard to hold with the Ministry of Communication and Information as long as the one who serves as still a boomer creature who knows WhatsApp with Facebook. better candidates for young people to hold the Ministry of Communication and Information so that the Indonesian internet will advance,0.2391666666666667,0.4683333333333333
1.553172670652506e+18,1.553172670652506e+18,id,1.535191601806742e+18,Kominfo Bantah Pemerintah Bisa Intip Chat WhatsApp dan E-mail lewat Aturan PSE Halaman all – Kompas – https://t.co/Gcef2FWeFF – #Opsitek https://t.co/g75EexjJFj,2022-07-30 00:16:35,0,0,0,0,Kominfo denies the government can peek at Whatsapp and E-mail chat through the PSE PSE Rules of the All-Kompas page-https://t.co/gCef2fweff-#opsitek https://t.co/g75eexjjjfj,0.0,0.0
1.553171368497549e+18,1.553171368497549e+18,id,1470157508.0,"Saran dan bukan sok-sok'an. Mending Kominfo blokir ratusan situs judi online yang sekarang terang-terangan dan banyak nya Spam marketing judi yg masuk ke Whatsapp, menurut saya ini sangat meresahkan!. @kemkominfo  NOOB!!! #BlokirKominfo",2022-07-30 00:11:25,1,0,0,0,"Advice and not pretentious. Better Communication and Information Block Hundreds of Online Gambling Sites that are now open and many spam marketing gambling that goes into WhatsApp, in my opinion this is very disturbing!. @kemkominfo noob !!! #Blokirkominfo",0.02999999999999998,0.64
1.553170076592796e+18,1.553170076592796e+18,id,1.105234503977513e+18,"ambu2ne whatsapp ku diblokir kominfo, sepi bgt soale😔",2022-07-30 00:06:17,3,17,11,0,Ambu2ne WhatsApp I was blocked by the Ministry of Communication and Information,0.0,0.0
1.553168496778809e+18,1.553168496778809e+18,id,3087624510.0,"[TERBARU] #oot 

Tahukah kamu, Google belum muncul di PSE meski sudah daftar PSE. Kata Kominfo, karena layanannya terlalu banyak. Super konyol.

Menghabiskan dana 1 triliun, Kominfo cuma jago blokir dan mengintai WhatsApp pribadimu.
https://t.co/TUmEc0XZuF",2022-07-30 00:00:00,39,3,69,0,"[Latest] #oot

Did you know, Google hasn't appeared on PSE even though it has a PSE list. Kominfo said, because there were too many services. Super silly.

Spending 1 trillion, Kominfo is only good at blocking and spying on your personal Whatsapp.
https://t.co/tumec0xzuf",0.219047619047619,0.6916666666666665
1.553166591038472e+18,1.553166591038472e+18,id,1.090222239998333e+18,"ini baru Paypal, steam, sama epic games yg kena blokir. Ga kebayang klo yg ke blokir aplikasi umum kayak WhatsApp. Kayaknya kantor kominfo nanti tinggal tanah aja deh",2022-07-29 23:52:26,0,0,0,0,"This is just paypal, steam, and epic games that are blocked. I can't imagine if you block general applications like WhatsApp. I think the Ministry of Communication and Information will be left to the ground",0.05000000000000001,0.3
1.553160506973639e+18,1.553160506973639e+18,id,2426238356.0,Netizen Bikin Meme Kocak Soal Kominfo Bisa Intip Pesan Whatsapp https://t.co/4LErWzDjSA https://t.co/gDow5xf8Wf,2022-07-29 23:28:15,0,0,1,0,Netizens make hilarious memes about Kominfo can peek at Whatsapp messages https://t.co/4lerwzdjsa https://t.co/gdow5xf8wf,0.5,1.0
1.553160441031172e+18,1.553160441031172e+18,id,500372712.0,Sekelas Kominfo ngirim undangan birokrasi dari whatsapp aja udah aneh. https://t.co/f8ZoJ2gcSu,2022-07-29 23:28:00,0,0,0,0,A class of Kominfo sending bureaucratic invitations from WhatsApp is already strange. https://t.co/f8zoj2gcsu,-0.05,0.15
1.553159964440818e+18,1.553159964440818e+18,en,186756375.0,"Penipuan WhatsApp : 081283504993 dan 0882016169740,                           tolong freeze accunt BRI 335201055959533 a.n IRWANTO SITUMEANG #kominfo #kemkominfo #KONTEN.id #callcenterbri #cekrekeningkominfo #bisadibantu #twitter #wargatwitter #hatihatipenipuan #lelang",2022-07-29 23:26:06,1,0,0,0,"Penipuan WhatsApp : 081283504993 dan 0882016169740,                           tolong freeze accunt BRI 335201055959533 a.n IRWANTO SITUMEANG #kominfo #kemkominfo #KONTEN.id #callcenterbri #cekrekeningkominfo #bisadibantu #twitter #wargatwitter #hatihatipenipuan #lelang",0.0,0.0
1.553148334076236e+18,1.553138509686673e+18,en,99701146.0,"@frixarifa_ From what i heard, this rules give access for kominfo to look at our whatsapp convo. So i assume the same can be applied to discord and prolly twitter.

Bro, what social media/chat app i should use to share my innapropriate memes...",2022-07-29 22:39:53,0,1,0,0,"@frixarifa_ From what i heard, this rules give access for kominfo to look at our whatsapp convo. So i assume the same can be applied to discord and prolly twitter.

Bro, what social media/chat app i should use to share my innapropriate memes...",0.01666666666666667,0.09583333333333333
1.553089437953032e+18,1.553089437953032e+18,en,186756375.0,"Penipuan WhatsApp : 081283504993 dan 0882016169740,                           tolong freeze account BRI 335201055959533 a.n IRWANTO SITUMEANG #kominfo #kemkominfo #KONTEN.id #callcenterbri #cekrekeningkominfo #bisadibantu #twitter #wargatwitter #hatihatipenipuan #lelang #penipu",2022-07-29 18:45:51,1,0,0,0,"Penipuan WhatsApp : 081283504993 dan 0882016169740,                           tolong freeze account BRI 335201055959533 a.n IRWANTO SITUMEANG #kominfo #kemkominfo #KONTEN.id #callcenterbri #cekrekeningkominfo #bisadibantu #twitter #wargatwitter #hatihatipenipuan #lelang #penipu",0.0,0.0
1.553072048771318e+18,1.553072048771318e+18,zxx,9.800975597367214e+17,https://t.co/ETNLjD19cp,2022-07-29 17:36:45,1,0,1,0,,,
1.553071992773177e+18,1.553071992773177e+18,zxx,9.800975597367214e+17,https://t.co/KL8BzB6IAR,2022-07-29 17:36:32,1,0,1,0,,,
1.553070152396456e+18,1.553070152396456e+18,zxx,9.800975597367214e+17,https://t.co/Apo8Syi4uk,2022-07-29 17:29:13,1,0,2,0,,,
1.553070110902227e+18,1.553070110902227e+18,zxx,9.800975597367214e+17,https://t.co/8zq70LrgVC,2022-07-29 17:29:03,1,0,1,0,,,
1.553065077770945e+18,1.553065077770945e+18,id,4771791619.0,"Jawab Tudingan Intip Pesan WA, Kominfo : Gimana Caranya, WhatsApp aja Gabisa! https://t.co/zzm628r323",2022-07-29 17:09:03,0,0,0,0,"Answer the accusation of peek at WA messages, Kominfo: How do I, Whatsapp can't! https://t.co/zzm628r323",0.0,0.0
