steam_appid,categories,controller_support,developers,genres,is_free,name,platforms,publishers,release_date,required_age,supported_languages,type,website,price_currency,price_initial,support_url,support_email,coming_soon,review_score,review_score_desc,total_positive,total_negative,total_reviews,positive_rate,dlc,metacritic
1668990,"Single-player,Steam Achievements,Partial Controller Support",,Good Monkey,"Adventure,Indie",False,Our Mountain,windows,Good Monkey,Nov 2022,0,"English*,Thai",game,https://goodmonkeystudio.com/,,,https://goodmonkeystudio.com/,contact@goodmonkeystudio.com,True,0,No user reviews,0,0,0,,,
1399170,"Single-player,Full controller support",full,"GameCrafterTeam,GameTomo Co. Ltd.","Action,Indie,Early Access",False,Nimbus INFINITY,windows,GameTomo Co. Ltd.,2022-02-15,0,"English*,Japanese,Thai",game,https://www.gametomo.co.jp/nimbus-infinity,IDR,9599900.0,http://www.gametomo.co.jp,hello@gametomo.co.jp,False,5,Mixed,34,17,51,66.66666666666666,,
1387400,Single-player,,WeGameIndie,"Action,Adventure,Casual,Indie,RPG,Simulation,Early Access",False,a Story of Merchant,windows,Uisoftapp,2020-09-13,0,English,game,https://www.facebook.com/uisoftapp/,IDR,1749900.0,https://www.facebook.com/uisoftapp,thisisuisoft.app@gmail.com,False,0,No user reviews,0,0,0,,,
1986440,"Single-player,Full controller support",full,"Theera Sirirattananont,Theera","Adventure,RPG",False,The Finally รักเราชั่วนิรันดร์,windows,"THstudio,Theera",2022-05-18,0,"English,Thai",game,https://www.facebook.com/profile.php?id=100078468814092,IDR,6499900.0,https://www.facebook.com/profile.php?id=100078468814092,thstudio.thefinaly@gmail.com,False,0,3 user reviews,3,0,3,100.0,,
467850,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards",,RetroRevolution,"Action,Indie",False,METAGAL,"windows,mac",RetroRevolution,2016-05-22,0,"English,Italian,Simplified Chinese",game,https://www.playmetaloid.com/,IDR,5265800.0,https://www.facebook.com/retrorevogame/?fref=ts,hutwat@hotmail.com,False,5,Mixed,82,41,123,66.66666666666666,,
1593760,Single-player,,Runnex Technology,"Action,Casual,Indie",False,Chubby Bear Smash,windows,Runnex Technology,2021-06-04,0,English,game,https://chubbybearsmash.com/,IDR,5999900.0,,runnextechnology@gmail.com,False,0,4 user reviews,4,0,4,100.0,,
1303460,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",,Tongsun,"Adventure,Indie",False,LeftWay 2,"windows,mac,linux",Tongsun,TBA,0,English,game,http://www.leftwaygame.com,,,,mavhod@gmail.com,True,0,No user reviews,0,0,0,,,
434600,"Single-player,Steam Achievements,Full controller support,Steam Cloud",full,Deadline Soft,"Violent,Indie",False,Blue Bird,"windows,mac,linux",Deadline Soft,2017-04-13,0,"English,Thai",game,http://www.deadlinesoft.com/,IDR,8399900.0,http://www.deadlinesoft.com/,support@deadlinesoft.com,False,5,Mixed,25,21,46,54.347826086956516,,
1083820,"Single-player,Steam Achievements,Steam Cloud",,Hitbear Studio,"Action,Adventure,Indie,RPG",False,Eternal Dread 2,windows,Hitbear Studio,2019-12-13,0,English,game,https://www.facebook.com/hitbearstudio/,IDR,6999900.0,https://www.facebook.com/hitbearstudio/,hitbearstudio@hotmail.com,False,6,Mostly Positive,58,16,74,78.37837837837837,,
260530,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV",full,Extend Studio,"Action,Indie,Strategy",False,So Many Me,"windows,mac,linux",ORiGO GAMES,2014-07-17,0,English*,game,http://www.somanyme.com,IDR,9599900.0,http://x10interactive.com/,support@x10studio.com,False,8,Very Positive,54,5,59,91.52542372881356,,78.0
1865140,"Single-player,Partial Controller Support",,Wisan Saekor,"Action,Adventure,Indie",False,Three Defilements,windows,Wisan Saekor,Q1 2023,0,English,game,,,,,wisan77@hotmail.com,True,0,No user reviews,0,0,0,,,
1695670,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op",,199 Cents STUDIO,"Action,Adventure,Casual,Indie,Massively Multiplayer,RPG",False,ScrewUp,windows,199 Cents STUDIO,2021-07-29,0,English,game,https://www.facebook.com/SuGameOfficial/,IDR,4899900.0,,business@199centsstudio.com,False,6,Mostly Positive,157,57,214,73.36448598130842,,
2074040,"Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op",,landing man studio,"Action,Adventure,Indie,Massively Multiplayer,RPG,Early Access",False,Third Wild,windows,landing man studio,2022-08-03,0,English*,game,http://thirdwild.com/,IDR,6499900.0,http://thirdwild.com/,thirdwild@gmail.com,False,0,5 user reviews,3,2,5,60.0,,
1812930,Single-player,,"Hardworker Studio,Rachan Neamprasert","Action,Adventure,Indie,RPG,Simulation",False,Santhai,windows,Rachan Neamprasert,2022-01-13,0,"English,Thai",game,https://www.hardworkerstudio.com/,IDR,6999900.0,https://www.hardworkerstudio.com/,hwrstudioofficial@gmail.com,False,8,Very Positive,64,8,72,88.88888888888889,,
649670,"Single-player,Steam Achievements",,KT Games,"Action,Adventure,Indie",False,ZHUST - THE ILLUSION SOUL,windows,KT Games,2017-06-09,0,English,game,https://www.facebook.com/ktgamespage,IDR,3999900.0,https://www.facebook.com/ktgamespage,kaifa2910@msn.com,False,5,Mixed,17,15,32,53.125,,
1311690,"Single-player,Steam Achievements",,Owen6936,"Adventure,Free to Play,Indie,RPG",True,Bubble Tea : game for thinking and imagination,windows,Owen6936,2020-05-21,0,"English,Thai",game,,,,,owen6936th@gmail.com,False,0,No user reviews,0,0,0,,"1314360,1314370,1414450",
315340,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",full,Extend Studio,"Action,Indie",False,A.R.E.S. Extinction Agenda EX,windows,ORiGO GAMES,2014-10-03,0,English*,game,http://x10interactive.com/ares-ex/,IDR,6999900.0,http://x10interactive.com/,support@x10studio.com,False,6,Mostly Positive,109,45,154,70.77922077922078,,
1269710,Single-player,,Erik Rempen,"Indie,Strategy,Early Access",False,Kainga: Seeds of Civilization,windows,Green Man Gaming Publishing,2021-11-11,0,English,game,https://www.kaingagame.com/,IDR,10899900.0,Kaingagame.com,Thinker@KaingaGame.com,False,8,Very Positive,202,48,250,80.80000000000001,,
1534930,"Single-player,Steam Achievements,Full controller support,Steam Cloud",full,Workyrie Game Studio,"Action,Indie",False,Ascii the Brave Cat,windows,Workyrie Game Studio,2021-02-26,0,"English,French,Spanish - Spain,Simplified Chinese,Japanese,Russian,Korean,Portuguese,Thai,German",game,https://www.facebook.com/workyrie/,IDR,2499900.0,https://www.facebook.com/workyrie/,social@workyrie.com,False,0,4 user reviews,4,0,4,100.0,,
1877970,"Single-player,Steam Achievements,Steam Leaderboards",,Napas Torteeka,"Action,Indie",False,Swinging-Man,windows,Napas Torteeka,2022-04-18,0,English,game,,IDR,3999900.0,,thegamewhatever@gmail.com,False,0,8 user reviews,7,1,8,87.5,,
566750,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",full,"AT The Gate Team,AT The Gate Team","Action,Adventure,Indie",False,Crimson Trigger,windows,AT The Gate Team,2017-01-30,0,English*,game,,IDR,8299900.0,https://www.facebook.com/crimsontriggergame/,atthegateteam@gmail.com,False,7,Positive,8,2,10,80.0,,
1150950,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",full,Urnique Studio,"Adventure,Indie,Strategy",False,Timelie,"windows,mac","Urnique Studio,Milk Bottle Studio",2020-05-20,0,"English,Thai,Simplified Chinese,Japanese,Traditional Chinese,French,Italian,German,Spanish - Spain,Korean,Portuguese - Brazil,Russian,Turkish",game,https://www.timeliegame.com,IDR,10499900.0,,support@urniquestudio.com,False,9,Overwhelmingly Positive,1371,57,1428,96.00840336134453,"1325690,1392500",77.0
