steam_appid,categories,developers,genres,is_free,name,platforms,publishers,release_date,required_age,supported_languages,type,website,price_currency,price_initial,support_url,support_email,coming_soon,review_score,review_score_desc,total_positive,total_negative,total_reviews,positive_rate,controller_support,dlc,metacritic
619220,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Remote Play Together",Gambreng Games,"Casual,Indie",False,GoBlock's Impossible Medley,"windows,mac,linux",GameChanger Studio,2017-04-14,0,English,game,http://gambrenggames.com/game-detail/goblocks-impossible-medley/10,IDR,929900.0,http://gambrenggames.com/contact,gambrenggames@gmail.com,False,6,Mostly Positive,8,3,11,72.72727272727273,,,
488660,"Single-player,Steam Achievements,Steam Trading Cards",Vifth Floor,"Casual,Indie,Simulation,Strategy",False,Just Deserts,"windows,mac,linux",Sekai Project,2016-07-25,0,"English*,Japanese,Simplified Chinese",game,https://justdeserts.vifthfloor.moe/,IDR,8999900.0,https://sekaiproject.com/contact/,,False,8,Very Positive,175,43,218,80.27522935779817,,"507020,517290,517291,517292,1394950",
598230,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",GameChanger Studio,"Adventure,Indie",False,Ascender,"windows,mac,linux",GameChanger Studio,2017-03-17,0,English,game,http://www.ascenderthegame.com/main/,IDR,7999900.0,http://www.ascenderthegame.com/main/,gamechangerstudio.ina@gmail.com,False,0,2 user reviews,1,1,2,50.0,full,816620,
1165020,"Single-player,Steam Achievements,Steam Cloud",Kidalang,"Adventure,Casual,Indie",False,Legend of Everything,"windows,mac,linux",Culture Select,2019-11-08,0,English,game,,IDR,8299900.0,http://www.cultureselect.com/,support@cultureselect.com,False,0,1 user reviews,1,0,1,100.0,,,
1035490,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Ibrahim Indra Baskara,"Action,Adventure,Indie,RPG",False,EURGAVA™: Tomb of Senza,windows,Ibrahim Indra Baskara,2019-04-05,0,English,game,,IDR,6999900.0,https://www.instagram.com/eurgavastory/,eurgava@gmail.com,False,0,1 user reviews,1,0,1,100.0,full,,
1765090,"Single-player,Steam Achievements,Steam Cloud",GingerSun Games,"Adventure,Indie,RPG",False,Legends of Crystal,windows,-,Coming Soon,0,English,game,http://gingersungames.com/,,,http://gingersungames.com/,contact@gingersungames.com,True,0,No user reviews,0,0,0,,,,
785640,"Single-player,Steam Achievements",Genetic Studio,Casual,False,Luminescence,windows,Genetic Studio,2018-03-30,0,English,game,,IDR,849900.0,,contact@geneticstudio.com,False,5,Mixed,20,14,34,58.82352941176471,,,
1093360,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",Lentera Nusantara,"Action,Adventure,Indie",False,Ghost Parade,windows,Aksys Games,2019-10-31,0,"English,Japanese,Simplified Chinese",game,http://www.aksysgames.com/ghostparade/,IDR,16999900.0,http://www.aksysgames.com/contact/,support@aksysgames.com,False,7,Positive,16,3,19,84.21052631578947,,,
1554160,"Single-player,Steam Achievements",ZheroIsland,"Adventure,Indie",False,LIRE,windows,ZheroIsland,2021-03-24,0,English,game,,IDR,7500000.0,,zheroisland@gmail.com,False,7,Positive,15,1,16,93.75,,,
1343220,"Single-player,Steam Achievements",Ceylon Entertainment,"Casual,Indie",False,LINGERING,"windows,linux",Ceylon Entertainment,2020-07-07,0,English,game,https://redlady553.wixsite.com/ceylonentertainment,IDR,12000000.0,https://redlady553.wixsite.com/ceylonentertainment,ceylonent.ind@gmail.com,False,6,Mostly Positive,11,4,15,73.33333333333333,,,
1663220,Single-player,Toge Productions,"Adventure,Casual,Indie,Simulation",False,Coffee Talk Episode 2: Hibiscus & Butterfly,windows,Toge Productions,Brewing for 2023. Follow and Wishlist!,0,English,game,http://coffeetalk.info/,,,http://coffeetalk.info/,coffee@togeproductions.com,True,0,No user reviews,0,0,0,,,,
559350,"Single-player,Steam Trading Cards",Ibrahim Indra Baskara,"Casual,Indie,RPG,Strategy",False,EURGAVA™: Fight for Haaria,windows,Ibrahim Indra Baskara,2016-12-01,0,English,game,http://www.indiedb.com/games/eurgava-fight-for-haaria,IDR,3999900.0,https://www.facebook.com/eurgavaSTORY/,eurgava@gmail.com,False,6,Mostly Positive,7,3,10,70.0,,,
476410,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Kidalang,"Adventure,Casual,Indie",False,One Small Fire At A Time,"windows,mac,linux",Culture Select,2016-06-10,0,"English,Spanish - Spain",game,,IDR,8999900.0,http://www.cultureselect.com/go/cs/,support@cultureselect.com,False,7,Positive,44,0,44,100.0,,,
1302780,"Single-player,Steam Achievements,Steam Cloud",FIREBEAST,"Indie,Strategy",False,Zombo Buster Advance,"windows,mac",FIREBEAST,2020-08-06,0,"English*,French,Italian,German,Spanish - Spain,Japanese,Korean,Polish,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese",game,http://firebeaststudio.com,IDR,3999900.0,http://www.firebeaststudio.com,contact@firebeaststudio.com,False,8,Very Positive,86,12,98,87.75510204081633,,,
1844990,Single-player,"Dragon Emperors,Great Conspiracy Theory","Casual,Indie",False,Lastone: Behind the Choice,windows,Dragon Emperors,2022-01-21,0,English,game,https://dragonemperors.com,IDR,4499900.0,https://dragonemperors.com,emperors.dragon@gmail.com,False,0,2 user reviews,1,1,2,50.0,,1884600,
658690,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Rolling Glory Jam,"Action,Adventure,Indie",False,Rage in Peace,"windows,mac","Toge Productions,Neon Doctrine",2018-11-08,0,"English*,French*,German*,Spanish - Spain*,Simplified Chinese*,Korean*",game,http://rollingglory.com/jam/rageinpeace/,IDR,8399900.0,http://togeproductions.com/,info@togeproductions.com,False,8,Very Positive,175,20,195,89.74358974358975,full,918470,
1173250,"Single-player,Steam Achievements",Eggion,"Adventure,Indie",False,DE:VOID,windows,Eggion,2020-07-16,0,"English,Japanese,Simplified Chinese,Korean",game,,IDR,5299900.0,,eggions@gmail.com,False,7,Positive,15,1,16,93.75,,,
878340,Single-player,GukLabs,"Action,Adventure,Indie,RPG",False,WISGR,windows,GukLabs,2018-07-06,0,English*,game,http://wisgr.guklabs.com/,IDR,5999900.0,http://wisgr.guklabs.com/contact,info@guklabs.com,False,0,2 user reviews,2,0,2,100.0,,,
1758470,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Full controller support,In-App Purchases",Arsanesia,"Action,Casual",False,Project Unseek,windows,Arsanesia,"COMING SOON, ADD TO WISHLIST TO GET NOTIFIED!!",0,English,game,https://unseek.arsanesia.com/,,,,support@arsanesia.com,True,0,No user reviews,0,0,0,,full,,
1081100,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Platonic Game Studio,"Action,Adventure,Indie,RPG",False,Insurgence - Second Assault,windows,YSY Softworks,2020-02-27,0,English,game,,IDR,4499900.0,https://web.facebook.com/InsurgenceRPG/,huangyuoxi@gmail.com,False,7,Positive,14,0,14,100.0,full,1252310,
1657100,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,In-App Purchases,Steam Cloud",Mostdeep Games,"Adventure,Indie,RPG",False,Tower of Guardian,windows,Mostdeep Games,2022-12-30,0,English,game,https://mostdeepgames.wordpress.com/,,,https://mostdeepgames.wordpress.com/contact-us/,mostdeepcontact@gmail.com,True,0,No user reviews,0,0,0,,full,,
1269520,"Single-player,Steam Achievements,Partial Controller Support",4Happy Studio,"Action,Adventure,Indie",False,Who is He: Let Me Out,windows,4Happy Studio,"2022, Wishlist &amp; Follow!",0,"English,Simplified Chinese",game,https://4happy-studio.com,,,https://www.4happy-studio.com/,4happy.studio@gmail.com,True,0,No user reviews,0,0,0,,,,
1597200,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together","YummyYummyTummy,Tamatin Entertainment","Action,Casual,Strategy",False,ConnecTank,windows,Natsume Inc.,2021-09-28,0,"English,French,German,Japanese,Simplified Chinese,Traditional Chinese",game,https://www.connectankgame.com,IDR,13999900.0,www.natsume.com,4service@natsume.com,False,0,6 user reviews,6,0,6,100.0,,,
1164050,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",Mojiken,"Adventure,Casual,Indie",False,When The Past Was Around,"windows,mac",Toge Productions,2020-09-22,0,"English,French,Italian,German,Spanish - Spain,Korean,Russian,Vietnamese,Japanese,Portuguese - Brazil,Spanish - Latin America,Portuguese,Simplified Chinese,Polish,Turkish",game,,IDR,5999900.0,https://www.togeproductions.com,info@togeproductions.com,False,9,Overwhelmingly Positive,2143,86,2229,96.14176760879319,,"1413230,1413240",77.0
1306900,"Single-player,Full controller support,Steam Cloud,Remote Play on TV",Arthavan Studio,"Action,Adventure,Casual,Early Access",False,BadBee,"windows,mac",Bayam Software,2020-07-24,0,"English*,Simplified Chinese,Traditional Chinese,Vietnamese,Russian",game,https://bayamsoftware.com/badbee/,IDR,2000000.0,https://bayamsoftware.com/,contact@bayamsoftware.com,False,0,5 user reviews,5,0,5,100.0,full,,
1409300,"Single-player,Full controller support",Pendopo MC,"Action,Adventure,Indie",False,Rendezvous,windows,Hitcents,🚦Wishlist now.,0,English,game,https://twitter.com/PendopoStudio,,,https://pendopostudio.com,pendopostudio@gmail.com,True,0,No user reviews,0,0,0,,full,,
1657620,"Single-player,Steam Achievements,Full controller support",MyHand Studio,"Adventure,Indie",False,Another Path,windows,-,Coming Soon! Wishlist and Follow!,0,English*,game,,,,,support@myhandstudio.com,True,0,No user reviews,0,0,0,,full,,
1117470,Single-player,Imagine Fantasia,"Casual,Indie",False,Seven Wonders of St. Clementine,"windows,mac,linux",,2020-10-30,0,English,game,,IDR,6999900.0,,pr@tophatentertainment.us,False,0,8 user reviews,1,7,8,12.5,,,
1350430,"Single-player,Steam Cloud",Trimatra Interactive,"Action,Indie,RPG,Early Access",False,Ravensword: Undaunted,windows,Crescent Moon Games,2021-07-09,0,English*,game,,IDR,5999900.0,http://www.crescentmoongames.com,info@crescentmoongames.com,False,6,Mostly Positive,27,9,36,75.0,,,
1920800,Single-player,"7N39 Art Productions,AlienzProject","Casual,Indie,Simulation",False,Project Angels - Visual Novel,windows,PT. Niji Games Studio,2022-07-13,0,English,game,,IDR,6999900.0,,hello@nijigames.com,False,0,7 user reviews,7,0,7,100.0,,,
624930,"Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",Bayam Software,"Action,Adventure,Indie,Early Access",False,Fearless Tigor,"windows,mac",Bayam Software,To Be Announced,0,English*,game,https://bayamsoftware.com/fearless-tigor/,,,https://fearlesstigor.com,contact@bayamsoftware.com,True,0,No user reviews,0,0,0,,,,
1599780,Single-player,Pikselnesia,"Adventure,Indie",False,Afterlove EP,windows,Fellow Traveller,Summer 2022,0,English,game,,,,http://fellowtraveller.games,support@fellowtraveller.games,True,0,No user reviews,0,0,0,,,,
953640,"Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Partial Controller Support",MAENTRUS DIGITAL LAB PT,"Action,Indie,Early Access",False,Gyro Buster,"windows,mac,linux",MAENTRUS DIGITAL LAB PT,2019-01-26,0,"English,Japanese,Korean,Thai,Traditional Chinese",game,,,,https://maentrus.co.id/,support@maentrus.com,False,0,2 user reviews,1,1,2,50.0,,,
1605930,"Single-player,Steam Achievements,Full controller support",Gamecom Team,"Adventure,Indie",False,Babol the Walking Box,windows,Gamecom Team,2021-06-25,0,"English,French,Italian,German,Spanish - Spain,Arabic,Japanese,Korean,Portuguese - Brazil,Russian,Simplified Chinese,Thai,Vietnamese",game,https://gamecomteam.com,IDR,5299900.0,https://gamecomteam.com,official@gamecomteam.com,False,0,3 user reviews,2,1,3,66.66666666666666,full,,
1442090,Single-player,"Rainman Studios,Niji Games","Indie,RPG,Strategy",False,Tanasurga,windows,"Rainman Studios,Niji Games",coming soon,0,English,game,,,,www.rainmanstudios.com,tanasurga@rainmanstudios.com,True,0,No user reviews,0,0,0,,,,
1052970,"Single-player,Steam Achievements",Goody Pundit,"Action,Adventure,Casual,RPG,Strategy",False,Soul of Giga,windows,KPL,2021-03-05,0,"English,French,German,Japanese,Simplified Chinese,Spanish - Latin America",game,,IDR,4899900.0,,goodygameworks@yahoo.com,False,5,Mixed,22,10,32,68.75,,,
1181490,Single-player,Pixel Kinematics,"Casual,Free to Play,Indie",True,Blue Lemon,windows,Pixel Kinematics,2020-12-04,0,English,game,http://www.pixelkinematics.com,,,http://www.pixelkinematics.com,pixelkinematics@gmail.com,True,0,No user reviews,0,0,0,,,,
1398080,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",Studio Namaapa,"Casual,Indie,Simulation,Strategy",False,Seaside Cafe Story,windows,Studio Namaapa,2020-11-04,0,English,game,http://studionamaapa.com,IDR,4899900.0,http://studionamaapa.com,info@studionamaapa.com,False,0,7 user reviews,6,1,7,85.71428571428571,,,
1454410,"Single-player,Steam Achievements",Sengkala Dev,"Free to Play,Indie,Simulation,Strategy",True,Dato of Srivijaya,windows,Sengkala Dev,2020-12-14,0,English,game,,,,,peranglaut@gmail.com,False,0,No user reviews,0,0,0,,,,
672590,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",MassHive Media,"Adventure,Indie,RPG,Strategy",False,Azure Saga: Pathfinder,"windows,mac",MassHive Media,2018-03-13,0,English*,game,http://www.azuresaga.com,IDR,8399900.0,http://masshive-media.com/contact-us,contact@masshive-media.com,False,6,Mostly Positive,51,18,69,73.91304347826086,,"782770,783030,783040,699000",
1599830,"Single-player,Full controller support",PMA Studio,"Action,Adventure,Indie,RPG",False,TOXA : Mystical Cloning Powers,windows,PMA Studio,2022 Wishlist &amp; Follow!,0,English*,game,https://store.steampowered.com/app/1599830/TOXA/?beta=1,,,https://pma-g.com,,True,0,No user reviews,0,0,0,,full,,
1455460,Single-player,"Enthrean Guardian,Eggion,stellarNull","Action,Indie,RPG",False,Enthrean Radiance : The First Strike,windows,Eggion,Cooming Soon,0,English,game,,,,,eggions@gmail.com,True,0,No user reviews,0,0,0,,,,
1752420,Single-player,GameChanger Studio,"Action,Indie",False,Here Comes The Hero,windows,GameChanger Studio,Hero will come soon! Wishlist Now!,0,English*,game,,,,http://gamechangerstudio.net/official/,gamechangerstudio.ina@gmail.com,True,0,No user reviews,0,0,0,,,,
1511270,"Single-player,Steam Achievements,Partial Controller Support",Rong Rong,"Free to Play,Indie",True,Ann,windows,Rong Rong,2021-08-26,0,"English,Japanese",game,,,,,rongcontest@gmail.com,False,0,6 user reviews,6,0,6,100.0,,1581630,
665960,"Single-player,Steam Achievements,Steam Cloud,Stats",Maulidan Games,"Indie,Simulation",False,Lobster Empire,windows,Maulidan Games,2017-12-18,0,"English,German,Dutch,Portuguese - Brazil,Russian,Turkish,French,Spanish - Spain",game,http://lobsterempire.maulidangames.com/,IDR,6500000.0,http://maulidangames.com,contact@maulidangames.com,False,5,Mixed,17,17,34,50.0,,,
744810,Single-player,Mojiken,"Casual,Free to Play,Indie",True,A Raven Monologue,"windows,mac",Toge Productions,2018-01-11,0,English,game,http://mojikenstudio.com/,,,http://mojikenstudio.com/,contact@mojikenstudio.com,False,7,Positive,12,0,12,100.0,,763280,
2077550,"Single-player,Partial Controller Support,Steam Cloud",Crescent Sun,"Adventure,RPG",True,Eremidia - Archivist's Curse,windows,YSY Softworks,2022-08-15,0,English,game,,,,https://twitter.com/_CrescentSun,huangyuoxi@gmail.com,True,0,No user reviews,0,0,0,,,,
914800,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",Toge Productions,"Adventure,Casual,Indie",False,Coffee Talk,"windows,mac",Toge Productions,2020-01-29,0,"English,Simplified Chinese,Japanese,Korean,French,German,Traditional Chinese,Spanish - Spain,Turkish,Russian,Portuguese - Brazil",game,http://coffeetalk.info/,IDR,8399900.0,http://coffeetalk.info/,coffee@togeproductions.com,False,9,Overwhelmingly Positive,5242,252,5494,95.41317801237714,full,"1231690,1231980",75.0
1134450,"Single-player,Steam Achievements,Steam Cloud",NSAID,"Action,Adventure,Casual,Free to Play,Indie",True,ALLBLACK Phase 1,"windows,mac,linux",NSAID,2020-12-05,0,"English,Russian,Spanish - Spain",game,,,,,tiya.novlita@gmail.com,False,0,No user reviews,0,0,0,,,,
664440,Single-player,Nilem Studio,"Adventure,Indie,Simulation",False,Cognizant Protocol,windows,Nilem Studio,2017-07-22,0,English*,game,http://nilemstudio.com/,IDR,2499900.0,http://nilemstudio.com/,support@nilemstudio.com,False,0,No user reviews,0,0,0,,,,
665980,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards",Maulidan Games,"Indie,Simulation",False,Aquaponics Life,windows,Maulidan Games,"Sorry, On Hold For Now",0,"English,French,German,Spanish - Spain,Dutch,Portuguese - Brazil,Russian,Turkish",game,http://www.maulidangames.com,,,www.maulidangames.com,contact@maulidangames.com,True,0,No user reviews,0,0,0,,,,
1807740,"Single-player,Partial Controller Support","Platonic Game Studio,KPP Entertainment","Adventure,Simulation",False,Reach for an Angel,windows,YSY Softworks,Q1 2022,0,English,game,,,,,huangyuoxi@gmail.com,True,0,No user reviews,0,0,0,,,,
1578880,Single-player,"Algorocks,Simpleton","Adventure,Casual,Indie,Simulation",False,Grammarian Ltd,windows,Algorocks,2022-04-19,0,English*,game,https://www.grammarian.ltd/,IDR,6999900.0,https://algo.rocks/,info@algo.rocks,False,7,Positive,12,1,13,92.3076923076923,,,
1065350,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards",Beat-Fu Studio,"Action,Casual,Free to Play,Indie",True,The Grandmaster,windows,Beat-Fu Studio,2019-05-14,0,English,game,http://www.beat-fu.com,,,http://www.beat-fu.com,support@beat-fu.com,False,0,No user reviews,0,0,0,,,"1065620,1065621,1065622,1065623,1065624,1065625",
975750,"Single-player,Partial Controller Support",Benua Softworks,,False,Proto-G,windows,Benua Softworks,202X,0,English*,game,https://www.benuasoftworks.com/games/proto-g,,,https://www.benuasoftworks.com/contacts,info@benuasoftworks.com,True,0,No user reviews,0,0,0,,,,
604040,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Maulidan Games,"Indie,Strategy",False,Legion Tale,windows,Maulidan Games,2017-09-20,0,English,game,,IDR,2999900.0,http://maulidangames.com,contact@maulidangames.com,False,0,6 user reviews,3,3,6,50.0,,,
1134470,Single-player,Ardiansa Reza,"Adventure,Indie,Simulation,Early Access",False,Sleep Paralysis : mystery of the mountain village,windows,catgames.id,2019-09-03,0,English,game,https://catgames.id,IDR,1749900.0,https://catgames.id,ardiansareza.cg@gmail.com,False,0,6 user reviews,2,4,6,33.33333333333333,,,
401290,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Studio Namaapa,"Adventure,Indie,RPG",False,Nusakana,windows,Studio Namaapa,2015-11-19,0,English,game,https://studionamaapa.com/game/nusakana/,IDR,6499900.0,,info@studionamaapa.com,False,8,Very Positive,47,5,52,90.38461538461539,full,"441760,764600",
1285510,"Single-player,Steam Achievements,Steam Cloud",Gamecom Team,"Adventure,Indie",False,A Day Without Me,windows,Gamecom Team,2020-06-26,0,"English*,French,Italian,German,Spanish - Spain,Arabic,Japanese,Korean,Thai,Vietnamese",game,https://gamecomteam.com,IDR,4899900.0,https://gamecomteam.com,official@gamecomteam.com,False,7,Positive,30,6,36,83.33333333333334,,,
839570,"Single-player,Steam Achievements",Beat-Fu Studio,"Casual,Indie",False,What Are You Stupid,"windows,mac",Beat-Fu Studio,2018-04-16,0,English*,game,http://www.beat-fu.com,IDR,3999900.0,http://www.beat-fu.com,beatfu.studio@gmail.com,False,7,Positive,14,3,17,82.35294117647058,,,
727960,"Single-player,Steam Achievements",NextHeaven,"Casual,Indie",False,Xagia Wars,"windows,mac,linux",Vifth Floor,2018,0,English,game,,,,http://vifthfloor.moe,info@vifthfloor.moe,True,0,No user reviews,0,0,0,,,,
654240,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats",EVXIO,Action,False,Xenoslaive Overdrive,windows,EVXIO,2017-07-17,0,English*,game,http://evxio.com,IDR,1749900.0,http://evxio.com,,False,0,6 user reviews,4,2,6,66.66666666666666,full,,
1235360,"Single-player,Full controller support",Gaco Games,"Action,Indie,RPG,Early Access",True,Epic Conquest 2,windows,Gaco Games,2020-04-19,0,English,game,,,,,support@gaco-games.com,False,8,Very Positive,102,13,115,88.69565217391305,full,,
1337760,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",MassHive Media,"Action,Adventure,Casual,RPG",False,Potion Permit,windows, PQube,"September 22nd, 2022",0,"English,French,German,Spanish - Spain,Korean,Portuguese - Brazil,Russian,Simplified Chinese,Japanese",game,https://pqube.co.uk/potion-permit/,,,,support@pqube.co.uk,True,0,No user reviews,0,0,0,,,,
715680,"Single-player,Partial Controller Support",Gambir Studio,"Action,Adventure,Indie",False,Knight VS Giant : The Broken Excalibur,"windows,mac",Gambir Studio,Coming Soon,0,English,game,https://gambirstudio.com/knightvsgiant,,,https://gambirstudio.com/home/knightvsgiant/,halo@gambirstudio.com,True,0,No user reviews,0,0,0,,,,
1321890,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Insular Games,"Action,Indie",False,Gravitators,windows,Insular Games,2021-11-12,0,English,game,https://www.insulargames.com/,IDR,11900000.0,https://www.insulargames.com/,team@insulargames.com,False,7,Positive,22,0,22,100.0,full,"1639960,1643830",
1711520,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards",NaCl586,"Action,Indie",False,Great Marble Adventure,windows,NaCl586,2022-02-11,0,English*,game,,IDR,6999900.0,,gerson.natanael@binus.ac.id,False,0,4 user reviews,4,0,4,100.0,full,1895700,
1680800,"Single-player,Partial Controller Support",Devata Game Production,"Action,Adventure,Indie",False,Biwar Legend of Dragon Slayer,windows,-,2023 - Wishlist and Follow!,0,English*,game,https://devatagame.com/biwar-the-legend-of-dragon-slayer/,,,https://devatagame.com/,admin@devatagame.com,True,0,No user reviews,0,0,0,,,,
368050,"Single-player,Multi-player,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play Together",Chocoarts,"Action,Indie,Strategy",False,Almightree: The Last Dreamer,"windows,mac,linux",Digital Tribe,2015-09-07,0,"English*,French,Italian,German,Spanish - Spain,Japanese,Korean,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese,Dutch",game,http://digitaltribegames.com/almightree/,IDR,3999900.0,http://digitaltribegames.com/almightree/,help@digitaltribegames.com,False,6,Mostly Positive,100,30,130,76.92307692307693,full,,
785850,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Agate,"Action,Adventure,Indie,RPG,Simulation,Strategy",False,Valthirian Arc: Hero School Story,windows,PQube,2018-10-02,0,"English*,French,German,Japanese,Korean,Russian,Simplified Chinese",game,http://pqube.co.uk/valthirian-arc,IDR,9599900.0,,support@pqube.co.uk,False,5,Mixed,126,86,212,59.43396226415094,full,,
1269690,"Single-player,Multi-player,PvP,LAN PvP,Co-op,LAN Co-op,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor",N7T-GAMES,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy,Early Access",False,Attack on Toys,windows,N7T-GAMES,2021-09-24,0,English*,game,,IDR,5299900.0,https://steamcommunity.com/app/1269690/discussions/,,False,8,Very Positive,248,21,269,92.19330855018588,,,
1612220,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,Full controller support",HarlanBOT Studio,"Action,Adventure,Casual,Indie,Massively Multiplayer,Strategy",False,Project to Escape,windows,HarlanBOT Studio,Coming Soon,0,English*,game,,,,,harlan.setia@gmail.com,True,0,No user reviews,0,0,0,,full,,
807870,Single-player,NexusLab,"Violent,Adventure,Indie,Early Access",False,Survival Planet,windows,NexusLab,2018-03-26,0,English*,game,,IDR,6999900.0,https://survivalplanetworld.wordpress.com,nexusteknologi@gmail.com,False,0,1 user reviews,0,1,1,0.0,,,
1421760,"Single-player,Steam Achievements,Steam Cloud","Pikselnesia,Rolling Glory Jam","Adventure,Casual,Indie",False,What Comes After,"windows,mac",Rolling Glory Jam,2020-11-05,0,"English,German,French,Spanish - Spain,Portuguese,Russian,Simplified Chinese",game,,IDR,3999900.0,https://rollingglory.com/,pikselnesia@gmail.com,False,8,Very Positive,517,53,570,90.70175438596492,,,
1097160,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Partial Controller Support",Matthew Marcellino,Casual,False,Run Roll Rumble,windows,Benua Softworks,2019-08-07,0,English,game,https://benuasoftworks.com/games/run-roll-rumble-r3,IDR,1749900.0,https://benuasoftworks.com/contacts,support@benuasoftworks.com,False,0,2 user reviews,2,0,2,100.0,,,
1696200,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV",PlayShift Games,"Action,Indie",False,Hell Blasters,windows,PlayShift Games,2021-10-07,0,"English,Japanese",game,https://playshift-games.com/games/hell-blasters/,IDR,9599900.0,http://playshift-games.com,admin@playshift-games.com,False,7,Positive,10,0,10,100.0,full,1741460,
666570,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet",Toge Productions,"Indie,Simulation,Strategy",False,Infectonator 3: Apocalypse,"windows,mac",Armor Games Studios,2018-05-10,0,"English,French,German,Spanish - Spain,Japanese,Korean,Portuguese - Brazil,Simplified Chinese,Polish,Thai,Turkish",game,http://www.infectonator3.com,IDR,8399900.0,http://www.infectonator3.com,info@togeproductions.com,False,8,Very Positive,577,130,707,81.61244695898161,,,
420300,"Single-player,Steam Trading Cards",Willpowaproject,"Violent,Action,Adventure,Indie",False,The Admin,windows,Willpowaproject,2016-11-01,0,English*,game,http://www.indiedb.com/games/the-admin,IDR,1749900.0,http://www.indiedb.com/games/the-admin,willpowaproject@outlook.com,False,0,6 user reviews,0,6,6,0.0,,,
568780,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards",Maulidan Games,"Indie,Simulation,Strategy",False,Multishop Tycoon Deluxe,windows,Maulidan Games,2017-03-10,0,English,game,,IDR,2999900.0,http://maulidangames.com,contact@maulidangames.com,False,5,Mixed,13,6,19,68.42105263157895,,,
1238990,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Engram Interactive,RPG,False,Fractured Core,windows,Engram Interactive,TBA,0,English,game,,,,,support@engraminteractive.com,True,0,No user reviews,0,0,0,,full,,
967120,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",Dragon Emperors,"Adventure,Indie,RPG,Early Access",False,Cursed Mansion,windows,Dragon Emperors,2021-04-05,0,"English,Japanese,Korean,Simplified Chinese",game,http://dragonemperors.com/,,,http://dragonemperors.com/,contact@dragonemperors.com,False,7,Positive,24,3,27,88.88888888888889,,,
1414610,"Single-player,Steam Achievements,Steam Cloud",Radish Developer,"Indie,RPG,Simulation,Early Access",False,Peaceful Soul,windows,AWSUM! SINDIECATE by Inspirnasoft,Coming Soon,0,English,game,https://radish.my.id/peaceful-soul,,,https://radish.my.id/,radish.devp@gmail.com,True,0,No user reviews,0,0,0,,,,
