id,author_id,created_at,text,conversation_id,lang,retweet_count,reply_count,like_count,quote_count,clean_text,sentiment_label,sentiment_score
1.552175425337508e+18,719473280772476928,2022-07-27 06:13:54,New rules may allow the Indonesian Ministry of Communication and Information Technology to check citizens' conversations on WhatsApp and Gmail. https://t.co/2lPzPVBPK5,1.552175425337508e+18,en,7,1,18,2,new rules may allow the indonesian ministry of communication and information technology to check citizens' conversations on whatsapp and gmail. HTTPURL,neutral,0.9235417246818542
1.55217276422393e+18,1369573838007063040,2022-07-27 06:03:19,"@PNS_Ababil @kemkominfo paling jago dong soal IT..mampu decrypt data2 enkripsi di WA,Google..
so bantu dong korban2 yg datanya dienkripsi ransom dJvu online!
ditarif 1jt mau kok asal data2 bisa balik lg!
lapor kasus kena ransom ke @CCICPolri bisakah?
@BSSN_RI @BPPT_RI
https://t.co/P4TGI4nVXy",1.552169090269164e+18,id,0,0,0,0,"@USER @USER paling jago dong soal it..mampu decrypt data2 enkripsi di wa,google.. so bantu dong korban2 yg datanya dienkripsi ransom djvu online! ditarif 1jt mau kok asal data2 bisa balik lg! lapor kasus kena ransom ke @USER bisakah? @USER @USER HTTPURL",negative,0.8009850382804871
1.552170891110339e+18,143902557,2022-07-27 05:55:53,"oh, CNN. bisa cek bagian mana di pasal 9 atau pasal 14 yang bolehkan mengintip. sementara pasal 36 isinya udah begini, jalan tengah yg disebut pakar itu, sudah ditulis di sini. 

https://t.co/Bb9YLepzAJ https://t.co/0XU5Xwc5Qf",1.552165080426357e+18,id,2,0,1,0,"oh, cnn. bisa cek bagian mana di pasal 9 atau pasal 14 yang bolehkan mengintip. sementara pasal 36 isinya udah begini, jalan tengah yg disebut pakar itu, sudah ditulis di sini. HTTPURL HTTPURL",negative,0.5590296387672424
1.55216991383783e+18,1369573838007063040,2022-07-27 05:52:00,"mirip pasal penistaan agama..jika mayoritas tdk suka sebuah aplikasi bisa langsung diOff!
kalo memang pesan WA/Gmail bisa di decrypt,pliz korban2 ransom yg datanya di eknkripsi DJvu online bisa dibantu decrypt!
@kemkominfo @CCICPolri @CCICPolri @emsisoft
https://t.co/P4TGI4nVXy",1.55216991383783e+18,id,0,0,0,0,"mirip pasal penistaan agama..jika mayoritas tdk suka sebuah aplikasi bisa langsung dioff! kalo memang pesan wa/gmail bisa di decrypt,pliz korban2 ransom yg datanya di eknkripsi djvu online bisa dibantu decrypt! @USER @USER @USER @USER HTTPURL",negative,0.5547311902046204
1.55216706793547e+18,1192094510076923904,2022-07-27 05:40:41,"@xylans https://t.co/PNJC46FxOf

Menurut berita sih ini.. https://t.co/6ZRlPmAgRh",1.552165080426357e+18,id,0,0,0,0,@USER HTTPURL menurut berita sih ini.. HTTPURL,neutral,0.9013994336128235
1.552166950553657e+18,1798823449,2022-07-27 05:40:13,"Kominfo liat isi WhatsApp aku isinya cuma, ""siap pak""
""Oke pak""
""Noted pak""
""Makasih pak 🙏"" https://t.co/bIHrkKI1D3",1.552166950553657e+18,id,0,0,0,0,"kominfo liat isi whatsapp aku isinya cuma, ""siap pak"" ""oke pak"" ""noted pak"" ""makasih pak :folded_hands:"" HTTPURL",neutral,0.743133544921875
1.55216671535387e+18,240793354,2022-07-27 05:39:17,"Walau Dienkripsi, Lewat Aturan PSE Kominfo Bisa Intip Percakapan Whatsapp dan Gmail

Baca Selengkapnya: https://t.co/RiIWTXiyPM

#BeritaTerkini #media #Online #news #BreakingNews #PSE #kominfo #percakapan #WhatsApp #gmail #Indonesia",1.55216671535387e+18,id,0,0,0,0,"walau dienkripsi, lewat aturan pse kominfo bisa intip percakapan whatsapp dan gmail baca selengkapnya: HTTPURL #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG #HASHTAG",neutral,0.9961152076721191
1.552165544840704e+18,230093307,2022-07-27 05:34:38,"@txtfrombrand Pertanyaannya, bagaimana bisa Kominfo menembus enkripsi end-to-end pengaman pesan WhatsApp?",1.552153539069514e+18,id,24,22,599,1,"@USER pertanyaannya, bagaimana bisa kominfo menembus enkripsi end-to-end pengaman pesan whatsapp?",neutral,0.9391008019447327
1.55215354364092e+18,2947519148,2022-07-27 04:46:57,https://t.co/ujMTLbo5M6,1.552153539069514e+18,zxx,41,8,169,30,HTTPURL,neutral,0.41922974586486816
1.552150786947555e+18,2295253147,2022-07-27 04:35:59,"After the PSE regulation in the private sphere which has recently become a public discussion, it is now reported that Kominfo can view the contents of messages in Gmail and WhatsApp even though the messages are encrypted.

We have to be more careful then🤫 https://t.co/ghQizhUr26",1.552150786947555e+18,en,0,0,0,2,"after the pse regulation in the private sphere which has recently become a public discussion, it is now reported that kominfo can view the contents of messages in gmail and whatsapp even though the messages are encrypted. we have to be more careful then:shushing_face: HTTPURL",neutral,0.9043896198272705
1.552147513188053e+18,1123371439548129024,2022-07-27 04:22:59,"@Dzulqor7355608 More like it's Kominfo who doesn't understand how e2e works. They think whatsapp chats were sent in plaintext, and can be accessed when asked to.

The nature of e2e doesn't allow any middleman to see the chat. Certified kominfo moment.",1.552129432407515e+18,en,0,2,3,0,"@USER more like it's kominfo who doesn't understand how e2e works. they think whatsapp chats were sent in plaintext, and can be accessed when asked to. the nature of e2e doesn't allow any middleman to see the chat. certified kominfo moment.",negative,0.8789897561073303
1.552143953213932e+18,98771779,2022-07-27 04:08:50,"Surveillance State?

https://t.co/NgJcGICYrC",1.552143953213932e+18,fr,1,0,2,0,surveillance state? HTTPURL,neutral,0.9935914874076843
1.552139711007044e+18,1019597995384267008,2022-07-27 03:51:59,"@hgeneses Baim wong daftarin HAKI CFW, whatsapp akan diblokir kominfo.. tapi ttp lucuan jeje ngamuk di jalan sama yang minta foto",1.55211571205521e+18,id,0,1,1,0,"@USER baim wong daftarin haki cfw, whatsapp akan diblokir kominfo.. tapi ttp lucuan jeje ngamuk di jalan sama yang minta foto",negative,0.9928984642028809
1.552135643962044e+18,1474291819571671040,2022-07-27 03:35:49,"Kominfo Bisa Intip Percakapan Whatsapp dan Gmail Kamu Lho, Kok Bisa? Begini Penjelasannya https://t.co/kiX2aCG9vT",1.552135643962044e+18,id,0,0,0,0,"kominfo bisa intip percakapan whatsapp dan gmail kamu lho, kok bisa? begini penjelasannya HTTPURL",neutral,0.9965511560440063
1.552131991294083e+18,1471408105950834944,2022-07-27 03:21:18,"Ohhh... Ohhhh!!! 

https://t.co/HlMdPDFI1Y",1.552131991294083e+18,en,1,0,1,0,ohhh... ohhhh!!! HTTPURL,positive,0.7546952962875366
1.552123939270169e+18,1253243708624921088,2022-07-27 02:49:18,"Lewat aturan PSE, Kominfo bisa intip isi pesan pengguna WhatsApp dan Gmail. Kok bisa? Simak penjelasan selengkapnya di artikel ini. https://t.co/ywcvZdomNy sehun Dembele #WhatsYourK Vaksin Imun Kuat Standar beauty expert zone Alex Sandro #ปิดกล้องมัดหัวใจยัยซุปตาร์ Carol",1.552123939270169e+18,id,0,0,0,0,"lewat aturan pse, kominfo bisa intip isi pesan pengguna whatsapp dan gmail. kok bisa? simak penjelasan selengkapnya di artikel ini. HTTPURL sehun dembele #HASHTAG vaksin imun kuat standar beauty expert zone alex sandro #HASHTAGิดกล้องมัดหัวใจยัยซุปตาร์ carol",neutral,0.9937415719032288
1.552122762302738e+18,1472355186634998016,2022-07-27 02:44:38,"Kominfo Bisa Intip Percakapan Whatsapp dan Gmail Kamu Lho, Kok Bisa? Begini Penjelasannya https://t.co/OapMuRg8ZY",1.552122762302738e+18,id,0,0,0,0,"kominfo bisa intip percakapan whatsapp dan gmail kamu lho, kok bisa? begini penjelasannya HTTPURL",neutral,0.9965511560440063
1.552117644014551e+18,1404374906075155968,2022-07-27 02:24:17,kalo ngeflirt di whatsapp diketawain satu kominfo https://t.co/urdHGxLlKm,1.552117644014551e+18,id,0,0,0,0,kalo ngeflirt di whatsapp diketawain satu kominfo HTTPURL,neutral,0.6124188303947449
1.552111668351861e+18,1290585752577875968,2022-07-27 02:00:33,"""Lewat aturan PSE, Kominfo bisa intip percakapan WhatsApp dan Gmail""

Aku beserta teman temanku yang sering gibahin pemerintah: https://t.co/fu5wT24BAO",1.552111668351861e+18,id,1,1,1,0,"""lewat aturan pse, kominfo bisa intip percakapan whatsapp dan gmail"" aku beserta teman temanku yang sering gibahin pemerintah: HTTPURL",neutral,0.9841488003730774
1.552110337855746e+18,1295519405292400896,2022-07-27 01:55:16,"We're just China wannabe. 

 https://t.co/PPPl2qjH0y",1.552110337855746e+18,en,0,0,0,0,we're just china wannabe. HTTPURL,negative,0.7523565888404846
1.552095189438583e+18,929274077323259904,2022-07-27 00:55:04,"Surveillance state, here we goooo! 

https://t.co/P0hIlUQb69",1.552095189438583e+18,en,725,110,1652,584,"surveillance state, here we goooo! HTTPURL",negative,0.628736138343811
1.552075622440108e+18,106653538,2022-07-26 23:37:19,"SELAMAT PAGI, kecuali  pembuat  Permenkominfo Nomor 5 tahun 2020 tentang PSE Lingkup Privat

https://t.co/PPzx5ady3d.",1.552075622440108e+18,id,0,0,1,0,"selamat pagi, kecuali pembuat permenkominfo nomor 5 tahun 2020 tentang pse lingkup privat HTTPURL",neutral,0.99674391746521
1.552059751516623e+18,249568344,2022-07-26 22:34:15,"Lewat peraturan kominfo, percakapan WA dan Gmail kita bisa diintip 
https://t.co/O66XwOpKsM",1.552059751516623e+18,id,0,1,6,1,"lewat peraturan kominfo, percakapan wa dan gmail kita bisa diintip HTTPURL",neutral,0.9967431426048279
